EVENTID|LAT|LONGI|TO_CHAR(STTIME,'YYYYMMDDHH24:MI')|ONSTREET_PENNY|DIRECTION|ADMINCITY|DESCRIPTION|AFFECTEDLANECNT|EVENT_STATUS
1886|34.338021|-118.507402|20120618 14:38|SR14|1|Newhall|1125 - Traffic Hazard|0|2
1886|34.060443|-118.173406|20120621 15:36|I10|2|East Los Angeles|1125 - Traffic Hazard|0|2
1886|34.318839|-118.412244|20120622 14:47|13647|130|Southern Division|FIRE - Report of Fire|0|2
1886|34.172128|-118.467512|20120627 14:17|I405|0|West Valley|1183 - Traffic Collision - No Details|0|2
1886|34.006792|-117.964367|20120629 14:23|SR60|2|Santa Fe Springs|1125 - Traffic Hazard|0|2
1887|34.055026|-118.211958|20120601 14:11|SBF|3|Central Los Angeles|1125 - Traffic Hazard|0|2
1887|33.809093|-118.287715|20120604 16:06|I110|1|South Los Angeles|1125 - Traffic Hazard|0|2
1887|34.167983|-118.588124|20120606 14:31|US101|2|West Valley|1182 - Traffic Collision - No Injuries|0|2
1887|33.960152|-118.247405|20120602 15:00|FIRESTONE|130|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1887|34.024452|-118.203066|20120611 15:00|I5|0|Central Los Angeles|1125 - Traffic Hazard|0|2
1887|34.145594|-118.026693|20120612 15:01|I210|2|Altadena|1125 - Traffic Hazard|0|2
1887|34.073854|-118.814199|20120616 14:06|KANAN|130|West Valley|1125 - Traffic Hazard|0|2
1887|34.072252|-117.942912|20120615 14:27|I10|3|Baldwin Park|1125 - Traffic Hazard|0|2
1887|33.930871|-118.178897|20120617 14:37|I710|1|East Los Angeles|1125 - Traffic Hazard|0|2
1888|34.034751|-118.338819|20120606 14:31|I10|2|Central Los Angeles|FIRE - Report of Fire|0|2
1888|34.045921|-118.009099|20120609 14:30|I605|1|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1888|34.06861|-117.974177|20120605 14:49|FRANCISQUITO|130|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
1888|34.341129|-118.522822|20120612 15:01|I5|0|Newhall|CFIRE - Car Fire|0|2
1888|34.272334|-118.352964|20120607 13:54|I210|3|Altadena|1125 - Traffic Hazard|0|2
1888|34.031368|-118.433516|20120614 15:15|I10|3|West Los Angeles|1125 - Traffic Hazard|0|2
1888|34.067873|-117.836551|20120619 14:29|I10|2|Baldwin Park|1125 - Traffic Hazard|0|2
1888|34.072957|-117.778278|20120625 15:09|I10|3|Baldwin Park|1125 - Traffic Hazard|0|2
1888|34.165537|-118.492334|20120629 14:24|US101|3|West Valley|1125 - Traffic Hazard|0|2
1888|34.014917|-118.485938|20120630 15:13|I10|3|West Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1889|34.098138|-118.303227|20120604 16:06|SUNSET|3|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
1889|33.929881|-118.168141|20120612 15:01|IMPERIAL|2|Southern Division|1183 - Traffic Collision - No Details|0|2
1889|34.235024|-118.290519|20120617 14:37|I210|3|Altadena|1125 - Traffic Hazard|0|2
1889|34.035933|-118.092846|20120618 14:40|SR60|2|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1889|34.019363|-117.988175|20120621 15:37|SR60|2|Santa Fe Springs|1125 - Traffic Hazard|0|2
1889|34.140254|-118.016747|20120628 14:55|I210|2|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
1889|34.029221|-118.016312|20120630 15:14|SR60|2|Santa Fe Springs|1125 - Traffic Hazard|0|2
1890|33.824341|-118.215418|20120601 14:12|SANTA|130|Southern Division|1183 - Traffic Collision - No Details|0|2
1890|33.933275|-118.352399|20120604 16:07|I105|2|West Los Angeles|1125 - Traffic Hazard|0|2
1890|33.928481|-118.11264|20120608 14:00|11258|130|South Los Angeles|20002 - Hit and Run - No Injuries|0|2
1890|34.156658|-118.411513|20120611 15:01|COLDWATER|130|West Valley|1182 - Traffic Collision - No Injuries|0|2
1890|33.916406|-118.367081|20120612 15:01|OCEAN|130|West Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1890|34.156854|-118.413769|20120617 14:38|US101|3|West Valley|1125 - Traffic Hazard|0|2
1890|34.128043|-117.908833|20120621 15:39|4TH|3|Southern Division|1182 - Traffic Collision - No Injuries|0|2
1890|34.038043|-118.276428|20120615 14:28|I10|2|Central Los Angeles|1125 - Traffic Hazard|0|2
1890|33.930194|-118.343894|20120622 14:49|I105|3|West Los Angeles|1183 - Traffic Collision - No Details|0|2
1890|34.558094|-118.045242|20120624 14:43|AVENUE|130|Southern Division|CFIRE - Car Fire|0|2
1891|34.117412|-118.182385|20120608 14:00|317|130|Central Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1891|33.930918|-118.378478|20120609 14:30|IMPERIAL|2|Southern Division|1183 - Traffic Collision - No Details|0|2
1891|34.581268|-118.133614|20120615 14:28|PALMDALE|130|Southern Division|FIRE - Report of Fire|0|2
1891|34.128449|-118.347218|20120628 14:55|BARHAM|130|Southern Division|20002 - Hit and Run - No Injuries|0|2
1891|34.038024|-118.273913|20120627 14:18|I110|0|Central Los Angeles|20002 - Hit and Run - No Injuries|0|2
1892|34.150753|-118.658054|20120608 14:00|24500|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
1892|33.928405|-118.291945|20120611 15:02|I105|2|West Los Angeles|1125 - Traffic Hazard|0|2
1892|33.877157|-118.147824|20120619 14:31|SR91|3|Santa Fe Springs|1125 - Traffic Hazard|0|2
1892|33.988111|-118.37079|20120623 15:17|LA|1|West Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
1892|34.034373|-118.177728|20120625 15:09|SR60|2|East Los Angeles|1125 - Traffic Hazard|0|2
1892|34.154564|-118.394206|20120628 14:55|WB|130|West Valley|FIRE - Report of Fire|0|2
1893|34.153437|-118.652189|20120606 14:32|US101|3|West Valley|1182 - Traffic Collision - No Injuries|0|2
1893|34.276934|-118.452925|20120603 15:09|I5|0|Newhall|1125 - Traffic Hazard|0|2
1893|34.07397|-117.752205|20120608 14:01|I10|3|Baldwin Park|1125 - Traffic Hazard|0|2
1893|34.156854|-118.413769|20120616 14:07|US101|3|West Valley|1125 - Traffic Hazard|0|2
1893|34.031368|-118.433516|20120619 14:31|I10|3|West Los Angeles|1125 - Traffic Hazard|0|2
1893|34.146869|-118.226343|20120621 15:40|SR134|3|Altadena|1125 - Traffic Hazard|0|2
1893|33.966523|-118.080029|20120622 14:50|11108|130|Santa Fe Springs|1182 - Traffic Collision - No Injuries|0|2
1893|33.774216|-118.103042|20120623 15:17|SR22|2|South Los Angeles|1125 - Traffic Hazard|0|2
1894|33.803697|-118.138624|20120606 14:32|I405|1|South Los Angeles|1125 - Traffic Hazard|0|2
1894|34.235583|-118.473141|20120603 15:09|I405|1|West Valley|1125 - Traffic Hazard|0|2
1894|34.365177|-118.50369|20120604 16:07|SR14|1|Newhall|1125 - Traffic Hazard|0|2
1894|34.028746|-118.447826|20120612 15:01|I10|3|West Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1894|34.044225|-118.169817|20120615 14:29|I710|0|East Los Angeles|1125 - Traffic Hazard|0|2
1894|34.152236|-118.282593|20120619 14:31|I5|0|Altadena|1125 - Traffic Hazard|0|2
1894|34.00664|-117.910104|20120621 15:41|18061|130|Southern Division|20002 - Hit and Run - No Injuries|0|2
1894|34.699685|-118.792576|20120629 14:26|I5|0|Newhall|1125 - Traffic Hazard|0|2
1895|34.154107|-118.288473|20120601 14:13|SR134|2|Altadena|1125 - Traffic Hazard|0|2
1895|34.045921|-118.009099|20120609 14:30|I605|1|East Los Angeles|1125 - Traffic Hazard|0|2
1895|34.471997|-118.180517|20120604 16:07|OHIO|130|Antelope Valley|1182 - Traffic Collision - No Injuries|0|2
1895|34.172157|-118.570926|20120605 14:51|US101|2|West Valley|1125 - Traffic Hazard|0|2
1895|33.941192|-118.096506|20120627 14:20|I605|0|Santa Fe Springs|20002 - Hit and Run - No Injuries|0|2
1896|34.023192|-117.811537|20120601 14:14|SR60|2|Baldwin Park|1125 - Traffic Hazard|0|2
1896|34.272513|-118.556227|20120612 15:01|SR118|3|West Valley|1125 - Traffic Hazard|0|2
1896|33.876037|-118.125197|20120615 14:29|SR91|2|Santa Fe Springs|20002 - Hit and Run - No Injuries|0|2
1896|33.876295|-118.125194|20120622 14:50|BELLFLOWER|130|Santa Fe Springs|1182 - Traffic Collision - No Injuries|0|2
1897|34.275696|-118.538413|20120606 14:33|RINALDI|130|West Valley|1179 - Traffic Collision - 1141 Rolling|0|2
1897|34.065002|-118.000022|20120604 16:07|I10|2|East Los Angeles|1125 - Traffic Hazard|0|2
1897|34.308324|-118.429292|20120603 15:10|I210|3|Newhall|1183 - Traffic Collision - No Details|0|2
1897|34.031348|-118.433644|20120608 14:01|I405|1|West Los Angeles|1125 - Traffic Hazard|0|2
1897|33.789894|-118.207991|20120605 14:51|I710|1|South Los Angeles|1125 - Traffic Hazard|0|2
1897|34.035703|-118.170143|20120607 13:56|SR60|3|East Los Angeles|1183 - Traffic Collision - No Details|0|2
1897|34.072762|-118.466679|20120621 15:41|I405|1|West Los Angeles|1125 - Traffic Hazard|0|2
1897|33.874234|-118.352698|20120622 14:51|HAWTHORNE|130|Southern Division|1183 - Traffic Collision - No Details|0|2
1897|34.638388|-118.745768|20120628 14:57|I5|0|Newhall|1125 - Traffic Hazard|0|2
1897|34.127539|-118.147177|20120629 14:26|GLENARM|2|Central Los Angeles|20002 - Hit and Run - No Injuries|0|2
1898|33.842057|-118.286234|20120603 15:10|I110|1|South Los Angeles|1125 - Traffic Hazard|0|2
1898|34.350326|-118.54293|20120608 14:01|I5|1|Newhall|1125 - Traffic Hazard|0|2
1898|33.928145|-118.239063|20120609 14:32|I105|2|South Los Angeles|1183 - Traffic Collision - No Details|0|2
1898|33.982386|-118.280513|20120604 16:08|I110|0|Central Los Angeles|1125 - Traffic Hazard|0|2
1898|33.804389|-118.207507|20120605 14:51|I710|1|South Los Angeles|1125 - Traffic Hazard|0|2
1898|34.168131|-118.524341|20120611 15:03|5349|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
1898|34.051217|-118.316291|20120614 15:16|LA|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
1898|34.032647|-118.322433|20120625 15:10|5TH|130|Southern Division|1183 - Traffic Collision - No Details|0|2
1898|34.362187|-118.555281|20120630 15:18|I5|1|Newhall|1182 - Traffic Collision - No Injuries|0|2
1899|34.266982|-118.443828|20120603 15:10|I5|1|Altadena|1125 - Traffic Hazard|0|2
1899|34.218818|-118.239965|20120609 14:32|I210|3|Altadena|1125 - Traffic Hazard|0|2
1899|33.857083|-118.284784|20120612 15:03|I110|1|South Los Angeles|1183 - Traffic Collision - No Details|0|2
1899|34.156279|-118.255063|20120607 13:57|SR134|2|Altadena|1125 - Traffic Hazard|0|2
1899|34.170397|-118.501091|20120614 15:16|US101|2|West Valley|20002 - Hit and Run - No Injuries|0|2
1899|34.023472|-117.747873|20120617 14:41|SR60|3|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
1899|34.222128|-118.366519|20120620 15:04|I5|0|Altadena|1125 - Traffic Hazard|0|2
1899|34.071861|-117.890215|20120621 15:43|I10|2|Baldwin Park|1125 - Traffic Hazard|0|2
1900|34.172157|-118.570926|20120605 14:52|US101|2|West Valley|1182 - Traffic Collision - No Injuries|0|2
1900|34.016575|-118.183693|20120611 15:04|HERBERT|1|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1900|34.023472|-117.747873|20120617 14:41|SR60|3|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
1900|34.088619|-118.475387|20120615 14:30|I405|1|West Los Angeles|1125 - Traffic Hazard|0|2
1900|34.070309|-117.864349|20120627 14:21|I10|3|Baldwin Park|1125 - Traffic Hazard|0|2
1901|34.135353|-118.000811|20120608 14:02|I210|2|Baldwin Park|1125 - Traffic Hazard|0|2
1901|33.94978|-118.091995|20120607 13:57|I605|1|Santa Fe Springs|1183 - Traffic Collision - No Details|0|2
1901|34.259192|-118.472077|20120614 15:16|I405|0|West Valley|1125 - Traffic Hazard|0|2
1901|33.8816|-118.291268|20120629 14:27|GARDENA|130|Southern Division|1183 - Traffic Collision - No Details|0|2
1901|34.023936|-118.185593|20120623 15:20|4018|130|East Los Angeles|FIRE - Report of Fire|0|2
1902|33.997039|-117.931096|20120602 15:04|SR60|3|Santa Fe Springs|20002 - Hit and Run - No Injuries|0|2
1902|34.193902|-118.513097|20120609 14:32|17440|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
1902|34.408295|-118.576426|20120605 14:53|I5|1|Newhall|1125 - Traffic Hazard|0|2
1902|34.17131|-118.518506|20120604 16:09|US101|3|West Valley|1182 - Traffic Collision - No Injuries|0|2
1902|34.140803|-118.709548|20120611 15:04|US101|2|West Valley|1182 - Traffic Collision - No Injuries|0|2
1902|34.120463|-117.907596|20120625 15:11|I210|2|Baldwin Park|1125 - Traffic Hazard|0|2
1903|33.944104|-118.296187|20120603 15:11|102ND|3|West Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1903|34.065181|-118.000154|20120608 14:02|I605|1|East Los Angeles|ANIMAL - Live or Dead Animal|0|2
1903|34.040837|-118.421084|20120611 15:05|MANNING|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
1903|34.205298|-118.218769|20120614 15:16|SR2|1|Altadena|1182 - Traffic Collision - No Injuries|0|2
1903|34.148731|-118.231448|20120621 15:44|HARVEY|130|Altadena|1125 - Traffic Hazard|0|2
1903|34.235581|-118.472932|20120619 14:34|I405|0|West Valley|1179 - Traffic Collision - 1141 Rolling|0|2
1903|34.071308|-117.759349|20120625 15:12|I10|3|Baldwin Park|1125 - Traffic Hazard|0|2
1903|34.705068|-118.153741|20120629 14:28|LANCASTER|130|Southern Division|FIRE - Report of Fire|0|2
1903|33.916423|-118.273927|20120623 15:20|MAIN|1|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1904|34.1685|-118.59032|20120602 15:05|DE|130|West Valley|1183 - Traffic Collision - No Details|0|2
1904|34.316492|-118.43973|20120603 15:12|I210|3|Newhall|ANIMAL - Live or Dead Animal|0|2
1904|33.925113|-118.209971|20120604 16:09|LONG|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
1904|34.152511|-118.654082|20120612 15:03|US101|2|West Valley|1125 - Traffic Hazard|0|2
1904|34.122646|-118.478389|20120613 15:23|I405|0|West Los Angeles|1125 - Traffic Hazard|0|2
1904|34.159694|-118.466153|20120617 14:43|US101|3|West Valley|1125 - Traffic Hazard|0|2
1904|34.152388|-118.095014|20120620 15:05|I210|2|Altadena|1183 - Traffic Collision - No Details|0|2
1904|33.932498|-118.117785|20120622 14:53|FIRESTONE|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
1904|34.072042|-117.890211|20120627 14:21|I10|3|Baldwin Park|1125 - Traffic Hazard|0|2
1904|34.277982|-118.502144|20120629 14:28|SR118|2|West Valley|1125 - Traffic Hazard|0|2
1905|33.749558|-118.271962|20120611 15:05|SR47|3|South Los Angeles|1125 - Traffic Hazard|0|2
1905|34.054269|-118.237803|20120607 13:59|US101|0|Central Los Angeles|1183 - Traffic Collision - No Details|0|2
1905|34.091906|-117.991292|20120621 15:44|I605|0|Baldwin Park|1125 - Traffic Hazard|0|2
1905|34.235581|-118.472932|20120619 14:34|I405|0|West Valley|1179 - Traffic Collision - 1141 Rolling|0|2
1905|34.1455|-118.031528|20120622 14:54|COLORADO|2|Southern Division|1182 - Traffic Collision - No Injuries|0|2
1905|34.005412|-118.174773|20120628 15:00|4615|130|East Los Angeles|20002 - Hit and Run - No Injuries|0|2
1905|34.02393|-118.189247|20120630 15:20|DITMAN|1|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1906|33.98771|-118.3992|20120603 15:13|I405|1|West Los Angeles|1125 - Traffic Hazard|0|2
1906|34.065147|-117.806615|20120609 14:34|SR57|1|Baldwin Park|1125 - Traffic Hazard|0|2
1906|33.960089|-118.280919|20120612 15:04|I110|1|Central Los Angeles|1125A - Animal Hazard|0|2
1906|34.011108|-118.281104|20120618 14:44|I110|1|Central Los Angeles|1125 - Traffic Hazard|0|2
1906|34.021509|-118.196643|20120607 13:59|I5|1|East Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
1906|33.98765|-118.398906|20120619 14:35|I405|0|West Los Angeles|1125 - Traffic Hazard|0|2
1906|34.011109|-118.280916|20120623 15:22|I110|0|Central Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1906|34.274992|-118.536227|20120624 14:51|SR118|2|West Valley|1125 - Traffic Hazard|0|2
1906|34.007347|-118.278349|20120627 14:22|42ND|3|Southern Division|1182 - Traffic Collision - No Injuries|0|2
1907|33.782673|-118.207493|20120606 14:36|I710|0|South Los Angeles|20002 - Hit and Run - No Injuries|0|2
1907|34.128862|-118.346899|20120603 15:13|US101|0|Central Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1907|34.040149|-118.579251|20120609 14:35|TOPANGA|130|West Valley|1125 - Traffic Hazard|0|2
1907|34.030602|-118.218755|20120616 14:10|I5|1|Central Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1907|33.874359|-118.193264|20120614 15:18|I710|0|South Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
1907|33.881313|-118.191785|20120621 15:45|I710|1|South Los Angeles|FIRE - Report of Fire|0|2
1907|34.033869|-118.027208|20120625 15:12|I605|0|East Los Angeles|1183 - Traffic Collision - No Details|0|2
1908|34.221407|-118.473067|20120619 14:35|I405|0|West Valley|1183 - Traffic Collision - No Details|0|2
1908|34.440771|-118.600422|20120622 14:56|I5|0|Newhall|1182 - Traffic Collision - No Injuries|0|2
1908|34.17131|-118.518506|20120627 14:23|US101|3|West Valley|1125 - Traffic Hazard|0|2
1909|33.989184|-118.280532|20120604 16:10|I110|1|Central Los Angeles|1125 - Traffic Hazard|0|2
1909|33.995255|-118.144777|20120605 14:55|I5|0|East Los Angeles|1125 - Traffic Hazard|0|2
1909|34.043597|-117.800964|20120616 14:11|SR57|1|Baldwin Park|1183 - Traffic Collision - No Details|0|2
1909|33.975072|-118.124702|20120620 15:07|I5|0|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1909|34.156854|-118.413769|20120624 14:53|US101|3|West Valley|1183 - Traffic Collision - No Details|0|2
1909|34.0833|-118.221657|20120629 14:30|SR110|0|Central Los Angeles|1125 - Traffic Hazard|0|2
1909|34.005981|-118.413637|20120627 14:24|I405|1|West Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1909|33.928536|-118.280883|20120630 15:22|I110|1|South Los Angeles|1125 - Traffic Hazard|0|2
1910|34.071365|-118.132641|20120608 14:05|ATLANTIC|1|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1910|33.982224|-118.394622|20120604 16:10|I405|0|West Los Angeles|1125 - Traffic Hazard|0|2
1910|33.8316|-118.290271|20120607 14:01|VERMONT|1|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1910|33.87637|-118.082301|20120613 15:24|SR91|2|Santa Fe Springs|1182 - Traffic Collision - No Injuries|0|2
1910|34.205456|-118.218058|20120611 15:06|SR2|0|Altadena|ANIMAL - Live or Dead Animal|0|2
1910|34.222128|-118.366519|20120614 15:19|I5|0|Altadena|1125 - Traffic Hazard|0|2
1910|33.968159|-118.167684|20120621 15:46|I710|0|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1910|33.903652|-118.185334|20120619 14:36|I710|0|East Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
1910|33.931493|-118.28057|20120618 14:46|I110|1|South Los Angeles|1125 - Traffic Hazard|0|2
1911|34.170671|-118.60581|20120606 14:37|US101|2|West Valley|1125 - Traffic Hazard|0|2
1911|34.031348|-118.433644|20120608 14:05|I405|1|West Los Angeles|1125 - Traffic Hazard|0|2
1911|34.145091|-118.167523|20120612 15:06|SR134|3|Altadena|1125 - Traffic Hazard|0|2
1911|34.152716|-118.094744|20120607 14:01|I210|3|Altadena|CFIRE - Car Fire|0|2
1911|33.913401|-118.140466|20120620 15:07|I105|3|Santa Fe Springs|1125 - Traffic Hazard|0|2
1911|33.783764|-118.210487|20120627 14:25|HARBOR|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
1912|34.121086|-117.828904|20120606 14:37|I210|3|Baldwin Park|1179 - Traffic Collision - 1141 Rolling|0|2
1912|33.811615|-118.161472|20120601 14:19|I405|0|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1912|33.790594|-118.282146|20120608 14:05|I110|1|South Los Angeles|1125 - Traffic Hazard|0|2
1912|34.765685|-118.78681|20120609 14:36|LANCASTER|130|Newhall|1125 - Traffic Hazard|0|2
1912|33.935322|-118.016746|20120615 14:31|COLIMA|130|Santa Fe Springs|1179 - Traffic Collision - 1141 Rolling|0|2
1912|33.987638|-118.137444|20120620 15:07|I5|0|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1913|34.098111|-118.313588|20120609 14:37|WILTON|0|Southern Division|ANIMAL - Live or Dead Animal|0|2
1913|34.123252|-118.341939|20120616 14:12|US101|1|Central Los Angeles|1125 - Traffic Hazard|0|2
1913|33.894665|-118.332031|20120617 14:46|3331|130|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1913|33.889036|-118.188978|20120614 15:19|I710|1|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
