EVENTID|LAT|LONGI|TO_CHAR(STTIME,'YYYYMMDDHH24:MI')|ONSTREET_PENNY|DIRECTION|ADMINCITY|DESCRIPTION|AFFECTEDLANECNT|EVENT_STATUS
1852|33.930067|-118.368456|20120604 15:59|I405|1|West Los Angeles|1183 - Traffic Collision - No Details|0|2
1852|33.826534|-118.207367|20120613 15:06|I405|0|South Los Angeles|1125 - Traffic Hazard|0|2
1852|34.062692|-118.249653|20120615 14:19|US101|1|Central Los Angeles|1125 - Traffic Hazard|0|2
1852|33.921303|-118.265212|20120617 14:31|AVALON|130|South Los Angeles|1125 - Traffic Hazard|0|2
1852|33.912275|-118.179638|20120622 14:36|I710|0|East Los Angeles|1125 - Traffic Hazard|0|2
1852|34.012771|-117.923214|20120625 15:01|AZUSA|1|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
1852|34.160098|-118.467596|20120628 14:43|US101|3|West Valley|1125 - Traffic Hazard|0|2
1853|34.062122|-118.163108|20120602 14:53|I10|3|East Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
1853|34.156919|-118.448701|20120603 14:55|US101|2|West Valley|1183 - Traffic Collision - No Details|0|2
1853|34.072267|-117.926497|20120608 13:51|I10|2|Baldwin Park|1183 - Traffic Collision - No Details|0|2
1853|34.418186|-118.084747|20120606 14:23|ANGELES|130|Antelope Valley|1179 - Traffic Collision - 1141 Rolling|0|2
1853|34.747774|-118.170235|20120612 14:47|SR14|0|Antelope Valley|1125 - Traffic Hazard|0|2
1853|33.945425|-118.368289|20120617 14:31|I405|0|West Los Angeles|1125 - Traffic Hazard|0|2
1853|34.003794|-118.281046|20120629 14:15|I110|0|Central Los Angeles|1125 - Traffic Hazard|0|2
1853|33.913702|-118.104717|20120628 14:43|I605|0|Santa Fe Springs|1182 - Traffic Collision - No Injuries|0|2
1854|34.077168|-118.281805|20120601 14:01|US101|1|Central Los Angeles|1125 - Traffic Hazard|0|2
1854|34.098391|-118.287402|20120609 14:23|HOLLYWOOD|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
1854|33.960089|-118.280919|20120612 14:48|I110|1|Central Los Angeles|1125A - Animal Hazard|0|2
1854|34.077824|-118.073091|20120624 14:35|ROSEMEAD|130|Southern Division|20002 - Hit and Run - No Injuries|0|2
1855|33.993524|-118.06932|20120601 14:01|I605|1|Santa Fe Springs|1125 - Traffic Hazard|0|2
1855|34.05458|-118.202868|20120606 14:24|I10|3|Central Los Angeles|1125 - Traffic Hazard|0|2
1855|34.324392|-118.501867|20120611 14:51|I5|0|Newhall|1182 - Traffic Collision - No Injuries|0|2
1855|34.078383|-117.74144|20120613 15:06|I10|3|Baldwin Park|1125 - Traffic Hazard|0|2
1855|33.87564|-118.192981|20120615 14:20|I710|0|South Los Angeles|1125 - Traffic Hazard|0|2
1855|34.021085|-118.195273|20120618 14:30|I5|0|Central Los Angeles|1125 - Traffic Hazard|0|2
1855|33.980015|-118.252036|20120625 15:03|HOOPER|130|South Los Angeles|20002 - Hit and Run - No Injuries|0|2
1855|34.014789|-118.485792|20120628 14:44|I10|2|West Los Angeles|ANIMAL - Live or Dead Animal|0|2
1856|33.878353|-118.151299|20120611 14:52|PARK|130|Santa Fe Springs|20002 - Hit and Run - No Injuries|0|2
1856|34.055725|-118.452206|20120617 14:32|WILSHIRE|2|West Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1856|33.911665|-118.104816|20120621 15:29|I605|0|Santa Fe Springs|1125 - Traffic Hazard|0|2
1856|33.854699|-118.281936|20120622 14:38|I405|0|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1856|33.930194|-118.343894|20120624 14:35|I105|3|West Los Angeles|1125 - Traffic Hazard|0|2
1856|33.889036|-118.188978|20120629 14:16|I710|1|East Los Angeles|20002 - Hit and Run - No Injuries|0|2
1857|33.94978|-118.091995|20120601 14:02|I605|1|Santa Fe Springs|20002 - Hit and Run - No Injuries|0|2
1857|33.985536|-118.43727|20120613 15:07|MINDANAO|130|Southern Division|1183 - Traffic Collision - No Details|0|2
1857|34.072509|-117.93611|20120610 14:42|I10|3|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
1857|34.053088|-118.449834|20120619 14:19|I405|0|West Los Angeles|1125 - Traffic Hazard|0|2
1857|34.065089|-117.806599|20120620 14:53|SR57|1|Baldwin Park|1125 - Traffic Hazard|0|2
1857|33.853268|-118.280255|20120622 14:38|I405|0|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1857|34.034154|-118.363633|20120627 14:08|WB|130|Central Los Angeles|1183 - Traffic Collision - No Details|0|2
1858|34.161065|-118.469628|20120601 14:03|I405|1|West Valley|1182 - Traffic Collision - No Injuries|0|2
1858|34.035747|-118.169889|20120602 14:53|I710|0|East Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
1858|34.070627|-118.464676|20120607 13:45|I405|0|West Los Angeles|1125 - Traffic Hazard|0|2
1858|33.853268|-118.280255|20120622 14:38|I405|0|South Los Angeles|1183 - Traffic Collision - No Details|0|2
1858|34.456089|-118.616161|20120625 15:03|I5|1|Newhall|1125 - Traffic Hazard|0|2
1858|34.067873|-117.836551|20120628 14:45|I10|2|Baldwin Park|1125 - Traffic Hazard|0|2
1858|34.235583|-118.473141|20120630 15:04|I405|1|West Valley|1125 - Traffic Hazard|0|2
1859|34.159444|-118.448678|20120604 16:01|VAN|130|Southern Division|1183 - Traffic Collision - No Details|0|2
1859|33.914015|-118.104707|20120612 14:49|I605|0|Santa Fe Springs|1182 - Traffic Collision - No Injuries|0|2
1859|34.244834|-118.422322|20120614 15:09|I5|0|Altadena|1125 - Traffic Hazard|0|2
1859|34.101646|-118.326653|20120617 14:33|HOLLYWOOD|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
1859|33.825441|-118.228275|20120619 14:20|I405|1|South Los Angeles|1125 - Traffic Hazard|0|2
1859|34.093242|-118.206192|20120628 14:46|SR110|0|Central Los Angeles|1125 - Traffic Hazard|0|2
1860|34.180927|-118.136023|20120606 14:26|SACRAMENTO|2|Altadena|1182 - Traffic Collision - No Injuries|0|2
1860|34.040589|-118.170199|20120602 14:54|I710|1|East Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
1860|33.884257|-118.02886|20120608 13:53|FIRESTONE|130|Santa Fe Springs|1179 - Traffic Collision - 1141 Rolling|0|2
1860|34.16788|-118.597393|20120609 14:24|VENTURA|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
1860|33.805668|-118.142583|20120611 14:53|I405|1|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1860|33.912206|-118.276853|20120614 15:09|129|130|South Los Angeles|20002 - Hit and Run - No Injuries|0|2
1860|34.101646|-118.326653|20120617 14:33|HOLLYWOOD|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
1860|34.581268|-118.133614|20120616 13:59|SR14|0|Antelope Valley|1125 - Traffic Hazard|0|2
1860|34.145079|-118.216536|20120618 14:31|SR134|3|Altadena|ANIMAL - Live or Dead Animal|0|2
1860|33.915407|-118.189054|20120621 15:30|I105|2|East Los Angeles|1125 - Traffic Hazard|0|2
1860|34.157105|-118.448699|20120622 14:39|US101|3|West Valley|1125 - Traffic Hazard|0|2
1860|34.081363|-118.223369|20120628 14:46|I5|1|Central Los Angeles|FIRE - Report of Fire|0|2
1861|34.081865|-118.223671|20120606 14:26|I5|0|Central Los Angeles|1125 - Traffic Hazard|0|2
1861|34.051217|-118.316291|20120613 15:08|LA|130|Southern Division|1183 - Traffic Collision - No Details|0|2
1861|34.155555|-118.433753|20120607 13:46|US101|2|West Valley|CFIRE - Car Fire|0|2
1861|33.854564|-118.282008|20120612 14:50|I405|1|South Los Angeles|1125A - Animal Hazard|0|2
1861|34.101646|-118.326653|20120617 14:33|HOLLYWOOD|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
1861|34.128725|-118.347008|20120625 15:03|US101|1|Central Los Angeles|1125 - Traffic Hazard|0|2
1861|34.170352|-118.304183|20120628 14:46|I5|0|Altadena|1125 - Traffic Hazard|0|2
1861|34.157629|-118.413766|20120630 15:05|RIVERSIDE|130|West Valley|1182 - Traffic Collision - No Injuries|0|2
1862|34.052684|-118.225904|20120606 14:26|I10|3|Central Los Angeles|1125 - Traffic Hazard|0|2
1862|34.198567|-118.403118|20120604 16:01|SHERMAN|130|West Valley|1125 - Traffic Hazard|0|2
1862|34.143424|-118.170779|20120602 14:54|SR134|3|Altadena|1125 - Traffic Hazard|0|2
1862|33.916391|-118.370126|20120605 14:43|EL|2|South Los Angeles|20002 - Hit and Run - No Injuries|0|2
1862|33.863909|-118.046267|20120607 13:46|SR91|2|Santa Fe Springs|1125 - Traffic Hazard|0|2
1863|34.074996|-118.16128|20120606 14:27|I710|1|East Los Angeles|1125 - Traffic Hazard|0|2
1863|33.983825|-118.437765|20120602 14:54|MARINA|3|West Los Angeles|1183 - Traffic Collision - No Details|0|2
1863|34.134101|-117.957132|20120608 13:54|I210|2|Baldwin Park|20002 - Hit and Run - No Injuries|0|2
1863|33.802645|-118.125278|20120616 14:00|I405|1|South Los Angeles|1183 - Traffic Collision - No Details|0|2
1863|34.176785|-118.297396|20120624 14:36|GLENOAKS|1|Southern Division|1182 - Traffic Collision - No Injuries|0|2
1863|33.90189|-118.286705|20120619 14:21|I110|1|South Los Angeles|1125 - Traffic Hazard|0|2
1863|34.40837|-118.576168|20120627 14:11|I5|0|Newhall|1125 - Traffic Hazard|0|2
1864|34.024792|-118.239221|20120606 14:27|I10|3|Central Los Angeles|1125 - Traffic Hazard|0|2
1864|34.160572|-118.149023|20120607 13:46|800|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
1864|33.825617|-118.228206|20120619 14:21|I405|0|South Los Angeles|1125 - Traffic Hazard|0|2
1864|33.850683|-118.284946|20120628 14:47|I110|0|South Los Angeles|1125 - Traffic Hazard|0|2
1864|34.088642|-118.475183|20120630 15:06|I405|0|West Los Angeles|1125 - Traffic Hazard|0|2
1864|33.997039|-117.931096|20120627 14:11|SR60|3|Santa Fe Springs|1182 - Traffic Collision - No Injuries|0|2
1865|34.028065|-118.452944|20120606 14:27|CENTINELA|1|Southern Division|1183 - Traffic Collision - No Details|0|2
1865|33.928536|-118.280692|20120602 14:55|I110|0|South Los Angeles|1125 - Traffic Hazard|0|2
1865|34.21363|-118.35038|20120611 14:55|I5|1|Altadena|1182 - Traffic Collision - No Injuries|0|2
1865|33.889061|-118.18881|20120615 14:22|I710|0|East Los Angeles|1125 - Traffic Hazard|0|2
1865|34.265874|-118.472237|20120614 15:11|SR118|2|West Valley|1125 - Traffic Hazard|0|2
1865|34.146086|-118.805781|20120629 14:19|AGOURA|130|Southern Division|1183 - Traffic Collision - No Details|0|2
1865|33.928499|-118.243458|20120623 15:08|EB|130|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1865|33.917325|-117.994293|20120625 15:04|SANTA|130|Santa Fe Springs|1182 - Traffic Collision - No Injuries|0|2
1865|34.119896|-117.807087|20120630 15:06|SR210|3|Baldwin Park|1125 - Traffic Hazard|0|2
1866|34.623615|-118.21872|20120601 14:05|RANCHO|130|Southern Division|FIRE - Report of Fire|0|2
1866|33.916391|-118.370304|20120605 14:43|I405|1|West Los Angeles|1125 - Traffic Hazard|0|2
1866|34.1811|-118.16903|20120618 14:33|I210|2|Altadena|1125 - Traffic Hazard|0|2
1867|34.035981|-118.3223|20120606 14:27|EB|130|Central Los Angeles|FIRE - Report of Fire|0|2
1867|34.154206|-118.345044|20120609 14:26|SR134|3|Altadena|1125 - Traffic Hazard|0|2
1867|34.287517|-118.407057|20120608 13:55|I210|2|Altadena|1179 - Traffic Collision - 1141 Rolling|0|2
1867|33.928857|-118.291492|20120605 14:44|I105|3|South Los Angeles|1125 - Traffic Hazard|0|2
1867|34.316018|-118.490143|20120614 15:11|I5|0|Newhall|1125 - Traffic Hazard|0|2
1867|34.101646|-118.326653|20120617 14:34|HOLLYWOOD|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
1867|34.029979|-118.21335|20120616 14:00|SR60|3|Central Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
1867|34.081865|-118.223671|20120619 14:22|SR110|0|Central Los Angeles|1125 - Traffic Hazard|0|2
1867|34.274992|-118.536227|20120625 15:04|SR118|2|West Valley|1125 - Traffic Hazard|0|2
1868|34.037087|-118.308976|20120606 14:27|I10|2|Central Los Angeles|FIRE - Report of Fire|0|2
1868|34.032342|-118.51105|20120602 14:56|ENTRADA|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
1868|34.794749|-118.852436|20120607 13:48|I5|0|Southern Division|1125 - Traffic Hazard|0|2
1868|34.101646|-118.326653|20120617 14:34|HOLLYWOOD|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
1868|34.018356|-118.16824|20120623 15:09|OLYMPIC|2|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1868|34.137699|-118.362917|20120625 15:04|US101|1|West Valley|1125 - Traffic Hazard|0|2
1869|33.776801|-118.267417|20120604 16:03|ST|3|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
1869|33.989185|-118.2804|20120607 13:48|SLAUSON|3|Central Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1869|34.244834|-118.422322|20120612 14:54|I5|0|Altadena|1125 - Traffic Hazard|0|2
1869|34.289513|-118.409196|20120608 13:55|I210|2|Altadena|1179 - Traffic Collision - 1141 Rolling|0|2
1869|34.150504|-118.280512|20120619 14:23|I5|0|Altadena|1125 - Traffic Hazard|0|2
1869|33.850663|-118.234238|20120620 14:56|VISTA|2|South Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
1869|34.044276|-118.179888|20120623 15:10|FLORAL|130|East Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
1869|33.968469|-117.848934|20120625 15:04|SR57|0|Baldwin Park|1125 - Traffic Hazard|0|2
1869|34.079099|-118.227491|20120628 14:48|SR110|0|Central Los Angeles|FIRE - Report of Fire|0|2
1870|34.060695|-118.258383|20120601 14:05|1304|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
1870|34.170694|-118.540738|20120603 15:00|VENTURA|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
1870|34.004847|-118.41014|20120609 14:26|CULVER|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
1870|34.135353|-118.000811|20120604 16:03|MYRTLE|1|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
1870|33.948749|-118.089488|20120611 14:57|ORR|130|Southern Division|1183 - Traffic Collision - No Details|0|2
1870|33.912275|-118.179638|20120618 14:33|I105|2|East Los Angeles|1125 - Traffic Hazard|0|2
1870|34.558094|-118.045242|20120624 14:37|47TH|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
1870|33.966845|-118.37085|20120629 14:20|I405|0|West Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1871|34.271852|-118.471986|20120603 15:02|I405|0|Newhall|1125 - Traffic Hazard|0|2
1871|34.481853|-118.388234|20120608 13:55|SIERRA|130|Newhall|1179 - Traffic Collision - 1141 Rolling|0|2
1871|34.064043|-118.007038|20120604 16:03|GARVEY|130|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1871|34.06664|-117.989327|20120611 14:57|I10|3|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
1871|34.155753|-118.24222|20120616 14:02|SR134|2|Altadena|1125 - Traffic Hazard|0|2
1871|33.876294|-118.102565|20120624 14:37|SR91|2|Santa Fe Springs|20002 - Hit and Run - No Injuries|0|2
1871|34.026805|-118.430099|20120627 14:13|I405|1|West Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1872|33.994076|-117.905139|20120606 14:28|SR60|2|Santa Fe Springs|1125 - Traffic Hazard|0|2
1872|34.265874|-118.472237|20120603 15:02|I405|1|West Valley|1125 - Traffic Hazard|0|2
1872|34.143424|-118.170779|20120612 14:55|SR134|3|Altadena|1125 - Traffic Hazard|0|2
1872|34.004478|-118.063888|20120614 15:12|I605|1|Santa Fe Springs|1125 - Traffic Hazard|0|2
1872|34.71892|-118.086009|20120610 14:47|AVENUE|2|Antelope Valley|1182 - Traffic Collision - No Injuries|0|2
1872|34.660248|-118.214454|20120624 14:38|47TH|130|Antelope Valley|1179 - Traffic Collision - 1141 Rolling|0|2
1872|34.093242|-118.206192|20120628 14:49|SR110|0|Central Los Angeles|1183 - Traffic Collision - No Details|0|2
1872|34.062725|-118.051327|20120627 14:13|GARVEY|2|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
1873|34.618391|-118.213801|20120601 14:05|RANCHO|130|Southern Division|FIRE - Report of Fire|0|2
1873|34.035981|-118.3223|20120606 14:28|EB|130|Central Los Angeles|FIRE - Report of Fire|0|2
1873|34.148712|-118.469367|20120604 16:04|I405|1|West Valley|20002 - Hit and Run - No Injuries|0|2
1873|33.95717|-118.104524|20120614 15:12|TELEGRAPH|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
1873|33.901967|-118.278345|20120628 14:49|ROSECRANS|130|South Los Angeles|20002 - Hit and Run - No Injuries|0|2
1874|33.983557|-118.390924|20120606 14:28|GREEN|130|Southern Division|1181 - Traffic Collision - Minor Injuries|0|2
1874|33.98765|-118.398906|20120604 16:04|SR90|2|West Los Angeles|1125 - Traffic Hazard|0|2
1874|33.964366|-118.120033|20120605 14:46|I5|0|Santa Fe Springs|1125 - Traffic Hazard|0|2
1874|34.147534|-118.081894|20120615 14:25|I210|2|Altadena|1183 - Traffic Collision - No Details|0|2
1874|33.876309|-118.091506|20120628 14:50|SR91|2|Santa Fe Springs|1182 - Traffic Collision - No Injuries|0|2
1874|34.01181|-117.891772|20120630 15:09|18832|130|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
1875|34.036631|-118.317682|20120606 14:29|I10|2|Central Los Angeles|FIRE - Report of Fire|0|2
1875|34.040149|-118.579251|20120609 14:28|TOPANGA|130|West Valley|1182 - Traffic Collision - No Injuries|0|2
1875|34.093789|-118.314652|20120611 14:57|5709|130|Central Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1875|34.26664|-118.443218|20120616 14:02|I5|0|Altadena|1125 - Traffic Hazard|0|2
1875|33.894666|-118.326532|20120619 14:25|CRENSHAW|130|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1875|34.705068|-118.153741|20120618 14:36|LANCASTER|130|Southern Division|ANIMAL - Live or Dead Animal|0|2
1875|33.889313|-118.276066|20120614 15:13|MAIN|1|South Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
1875|33.875417|-118.193039|20120629 14:21|SR91|2|South Los Angeles|1125 - Traffic Hazard|0|2
1875|34.029511|-118.199867|20120622 14:45|SR60|3|Central Los Angeles|1183 - Traffic Collision - No Details|0|2
1875|34.040616|-118.219685|20120625 15:05|8TH|2|Central Los Angeles|FIRE - Report of Fire|0|2
1876|33.875557|-118.193185|20120609 14:28|SR91|3|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1876|34.164302|-118.224738|20120607 13:51|SR2|0|Altadena|1125 - Traffic Hazard|0|2
1876|33.887478|-118.275991|20120614 15:13|15700|130|South Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
1876|34.049584|-118.213968|20120616 14:02|I10|2|Central Los Angeles|1125 - Traffic Hazard|0|2
1876|33.987638|-118.137444|20120617 14:35|I5|0|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1876|34.510855|-118.111284|20120620 14:58|SR14|1|Antelope Valley|1125 - Traffic Hazard|0|2
1876|33.825778|-118.241672|20120619 14:25|I405|1|South Los Angeles|20002 - Hit and Run - No Injuries|0|2
1876|34.081363|-118.223369|20120628 14:50|I5|1|Central Los Angeles|FIRE - Report of Fire|0|2
1876|33.876294|-118.102565|20120627 14:15|I605|1|Santa Fe Springs|1125 - Traffic Hazard|0|2
1877|34.036681|-118.317428|20120606 14:29|I10|2|Central Los Angeles|FIRE - Report of Fire|0|2
1877|34.02015|-118.192245|20120605 14:46|I5|1|Central Los Angeles|1125 - Traffic Hazard|0|2
1877|34.027482|-118.274466|20120615 14:25|I110|0|Central Los Angeles|1125 - Traffic Hazard|0|2
1877|33.988111|-118.37079|20120623 15:13|SLAUSON|3|West Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
1877|34.041214|-118.064249|20120624 14:39|SR60|2|East Los Angeles|1125 - Traffic Hazard|0|2
1877|33.911152|-118.169452|20120630 15:10|I105|3|East Los Angeles|1125 - Traffic Hazard|0|2
1878|34.034397|-118.350303|20120607 13:52|I10|3|Central Los Angeles|20002 - Hit and Run - No Injuries|0|2
1878|34.140849|-118.277753|20120613 15:12|I5|1|Altadena|1183 - Traffic Collision - No Details|0|2
1878|34.07083|-118.469026|20120614 15:13|SUNSET|3|Southern Division|1182 - Traffic Collision - No Injuries|0|2
1878|34.062692|-118.249653|20120618 14:37|US101|1|Central Los Angeles|1125 - Traffic Hazard|0|2
1879|34.619321|-118.216336|20120601 14:08|ASTUTO|130|Southern Division|FIRE - Report of Fire|0|2
1879|33.890822|-118.361308|20120603 15:03|I405|1|South Los Angeles|1125 - Traffic Hazard|0|2
1879|34.045921|-118.009099|20120609 14:29|I605|1|East Los Angeles|1183 - Traffic Collision - No Details|0|2
1879|34.033288|-118.125043|20120613 15:13|SR60|3|East Los Angeles|1125 - Traffic Hazard|0|2
1879|33.805668|-118.142583|20120614 15:13|I405|1|South Los Angeles|1125 - Traffic Hazard|0|2
1879|34.095625|-118.244087|20120618 14:37|I5|1|Central Los Angeles|1125 - Traffic Hazard|0|2
1879|34.071373|-118.132711|20120619 14:26|ATLANTIC|0|East Los Angeles|20001 - Hit and Run W/ Injuries|0|2
1879|33.925052|-118.326492|20120622 14:45|I105|2|West Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1879|34.038365|-118.273818|20120625 15:06|I110|0|Central Los Angeles|1125 - Traffic Hazard|0|2
1879|34.126478|-118.475229|20120627 14:15|I405|0|West Valley|1182 - Traffic Collision - No Injuries|0|2
1879|33.917098|-118.10481|20120630 15:10|I605|1|Santa Fe Springs|1182 - Traffic Collision - No Injuries|0|2
1879|34.006976|-117.964301|20120629 14:22|SR60|3|Santa Fe Springs|1125 - Traffic Hazard|0|2
1880|34.065181|-118.000154|20120609 14:29|I605|1|East Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
1880|34.073636|-118.384826|20120611 14:58|CLARK|1|Southern Division|1182 - Traffic Collision - No Injuries|0|2
1880|33.916431|-118.285948|20120619 14:27|I110|1|South Los Angeles|1125 - Traffic Hazard|0|2
1880|33.941368|-118.096631|20120614 15:13|I605|1|Santa Fe Springs|1125 - Traffic Hazard|0|2
1880|34.137699|-118.362917|20120625 15:06|US101|1|West Valley|1125 - Traffic Hazard|0|2
1881|34.095885|-117.925407|20120601 14:08|VINCENT|130|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
1881|34.213783|-118.236385|20120606 14:30|2636|130|Altadena|1125 - Traffic Hazard|0|2
1881|34.128862|-118.346899|20120603 15:04|US101|0|Central Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1881|34.065181|-118.000154|20120609 14:29|I605|1|East Los Angeles|1183 - Traffic Collision - No Details|0|2
1881|34.126407|-117.915989|20120607 13:53|I210|3|Baldwin Park|1125 - Traffic Hazard|0|2
1881|34.109082|-117.980897|20120620 15:00|I605|0|Baldwin Park|1125 - Traffic Hazard|0|2
1881|33.875557|-118.193185|20120621 15:35|SR91|3|South Los Angeles|1125 - Traffic Hazard|0|2
1881|34.065002|-118.000022|20120624 14:39|I605|0|East Los Angeles|1125 - Traffic Hazard|0|2
1881|34.065002|-118.000022|20120625 15:08|I10|2|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1881|33.96009|-118.280682|20120629 14:23|I110|0|Central Los Angeles|1125 - Traffic Hazard|0|2
1882|34.077168|-118.281805|20120601 14:09|US101|1|Central Los Angeles|1125 - Traffic Hazard|0|2
1882|34.165219|-118.474871|20120606 14:30|US101|3|West Valley|1182 - Traffic Collision - No Injuries|0|2
1882|34.029037|-118.213031|20120622 14:46|SR60|2|Central Los Angeles|1183 - Traffic Collision - No Details|0|2
1882|34.035139|-118.150067|20120628 14:53|SR60|2|East Los Angeles|1125 - Traffic Hazard|0|2
1882|34.274992|-118.536227|20120629 14:23|SR118|2|West Valley|1125 - Traffic Hazard|0|2
1883|34.02744|-118.251829|20120604 16:05|CENTRAL|1|Central Los Angeles|1125 - Traffic Hazard|0|2
1883|34.156919|-118.448701|20120603 15:05|US101|2|West Valley|1182 - Traffic Collision - No Injuries|0|2
1883|34.491482|-118.198228|20120608 13:59|SR14|0|Antelope Valley|1182 - Traffic Collision - No Injuries|0|2
1883|34.148712|-118.469367|20120611 14:59|I405|1|West Valley|1125 - Traffic Hazard|0|2
1883|33.968469|-117.848934|20120616 14:04|SR57|0|Baldwin Park|1125 - Traffic Hazard|0|2
1883|34.088642|-118.475183|20120619 14:27|I405|0|West Los Angeles|1125 - Traffic Hazard|0|2
1883|34.1811|-118.16903|20120618 14:37|I210|2|Altadena|1125 - Traffic Hazard|0|2
1883|34.037529|-118.038316|20120628 14:53|SR60|3|Santa Fe Springs|1125 - Traffic Hazard|0|2
1884|33.98765|-118.398906|20120604 16:05|I405|0|West Los Angeles|1125 - Traffic Hazard|0|2
1884|34.156297|-118.250237|20120601 14:10|SR134|2|Altadena|1183 - Traffic Collision - No Details|0|2
1884|34.033869|-118.027208|20120607 13:53|I605|0|East Los Angeles|1125 - Traffic Hazard|0|2
1884|34.514339|-118.237859|20120620 15:01|SHANNONDALE|130|Newhall|1183 - Traffic Collision - No Details|0|2
1884|33.973912|-118.07991|20120630 15:12|I605|0|Santa Fe Springs|1183 - Traffic Collision - No Details|0|2
1884|34.207639|-118.21726|20120629 14:23|I210|3|Altadena|1125 - Traffic Hazard|0|2
1885|34.072252|-117.942912|20120604 16:05|I10|3|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
1885|34.160502|-118.299278|20120612 15:00|WINCHESTER|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
1885|34.587162|-118.147559|20120615 14:26|PALMDALE|130|Antelope Valley|1179 - Traffic Collision - 1141 Rolling|0|2
1885|33.887478|-118.275991|20120614 15:14|15700|130|South Los Angeles|1183 - Traffic Collision - No Details|0|2
1885|33.877157|-118.147824|20120619 14:28|SR91|3|Santa Fe Springs|1125 - Traffic Hazard|0|2
1885|34.098185|-118.287402|20120623 15:15|SUNSET|3|Southern Division|1182 - Traffic Collision - No Injuries|0|2
1885|34.029511|-118.199867|20120622 14:47|SR60|3|Central Los Angeles|1183 - Traffic Collision - No Details|0|2
1885|34.267839|-118.635514|20120629 14:23|SR118|2|West Valley|1125 - Traffic Hazard|0|2
1886|34.167983|-118.588124|20120606 14:31|US101|2|West Valley|20002 - Hit and Run - No Injuries|0|2
1886|34.207639|-118.21726|20120603 15:07|I210|3|Altadena|1125 - Traffic Hazard|0|2
1886|34.038992|-118.439903|20120608 14:00|I405|1|West Los Angeles|1182 - Traffic Collision - No Injuries|0|2
1886|33.795479|-118.107857|20120604 16:05|STEARNS|2|South Los Angeles|20002 - Hit and Run - No Injuries|0|2
1886|34.055162|-118.214223|20120605 14:49|GSF|1|Central Los Angeles|1125 - Traffic Hazard|0|2
1886|34.081755|-118.223872|20120607 13:54|I5|1|Central Los Angeles|1125 - Traffic Hazard|0|2
1886|34.23484|-118.2908|20120617 14:37|I210|2|Altadena|1125 - Traffic Hazard|0|2
1886|33.926262|-118.210241|20120610 14:53|LONG|130|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
